track_name,artist_name,danceability,energy,loudness,mode,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,is_popular
Eenie Meenie,Sean Kingston,0.72,0.607,-4.168,1,1,0.0322,0.0543,0.0,0.113,0.828,121.223,201947,True
Stereo Love,Edward Maya,0.771,0.728,-6.809,1,9,0.0359,0.0174,0.0299,0.0779,0.297,127.019,320637,True
Never Ever Getting Rid of Me,Christopher Fitzgerald,0.622,0.542,-6.215,0,7,0.051,0.387,0.0,0.114,0.939,174.494,136200,True
Wanna Be Like You,Jacob,0.816,0.363,-10.362,1,5,0.101,0.487,3.41e-06,0.205,0.595,104.274,229415,True
Skinny Legend Anthem,Ava Louise,0.845,0.518,-7.568,1,11,0.299,0.0703,0.0,0.122,0.443,129.951,135993,True
Material Girl,Madonna,0.742,0.883,-3.419,1,0,0.0329,0.333,7.51e-06,0.0964,0.978,136.506,240280,True
I Wish - Radio Edit,Skee-Lo,0.715,0.738,-10.139,1,7,0.157,0.00826,0.0,0.26,0.573,97.877,252307,True
Oh No I Got a Disease,Buss Crew,0.649,0.735,-4.365,0,10,0.73,0.146,0.0,0.124,0.845,86.704,134769,True
Woahh,Jufu,0.749,0.283,-12.368,0,0,0.328,0.618,3.73e-06,0.0825,0.269,142.046,172888,True
Say So,Doja Cat,0.787,0.673,-4.583,0,11,0.159,0.264,3.35e-06,0.0904,0.779,110.962,237893,True
Blinding Lights,The Weeknd,0.514,0.73,-5.934,1,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040,True
Supalonely (feat. Gus Dapperton),BENEE,0.862,0.631,-4.746,1,7,0.0515,0.291,0.000209,0.123,0.841,128.978,223488,True
Savage,Megan Thee Stallion,0.843,0.741,-5.609,1,11,0.334,0.0252,0.0,0.096,0.68,168.983,155497,True
Moral of the Story,Ashe,0.572,0.406,-8.624,1,10,0.0427,0.587,4.48e-06,0.102,0.265,119.812,201084,True
Rain On Me (with Ariana Grande),Lady Gaga,0.672,0.855,-3.764,1,9,0.0397,0.021,0.0,0.323,0.646,123.056,182200,True
Babylon,Lady Gaga,0.698,0.799,-4.372,1,2,0.0342,0.0129,5.46e-06,0.215,0.351,115.957,161733,True
Replay,Lady Gaga,0.658,0.878,-3.875,1,1,0.123,0.00792,0.0,0.944,0.683,122.015,186653,True
My Oh My (feat. DaBaby),Camila Cabello,0.724,0.491,-6.024,1,8,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,170746,True
Physical,Dua Lipa,0.647,0.844,-3.756,1,0,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,True
Glitter,BENEE,0.801,0.589,-5.157,1,7,0.0485,0.0863,0.0,0.162,0.58,116.934,180147,True
Put Your Records On,Ritt Momney,0.399,0.491,-10.778,0,6,0.0538,0.0563,0.00089,0.11,0.151,91.066,210463,True
Stuck with U (with Justin Bieber),Ariana Grande,0.597,0.45,-6.658,1,8,0.0418,0.223,0.0,0.382,0.537,178.765,228482,True
Break My Heart,Dua Lipa,0.73,0.729,-3.434,0,4,0.0884,0.167,1.39e-06,0.349,0.467,113.011,221820,True
Selfish,Madison Beer,0.375,0.461,-6.202,1,9,0.0279,0.627,0.0,0.386,0.233,75.217,223270,True
LEMONS - Demo,Brye,0.501,0.168,-13.682,0,4,0.304,0.901,0.0,0.134,0.514,82.574,193208,True
The Less I Know The Better,Tame Impala,0.64,0.74,-4.083,1,4,0.0284,0.0115,0.00678,0.167,0.785,116.879,216320,True
Buttercup,Jack Stauber,0.705,0.373,-9.066,1,7,0.0384,0.723,0.81,0.289,0.551,120.046,208026,True
Dissolve,Absofacto,0.688,0.582,-10.668,0,6,0.0542,0.23,0.000157,0.0663,0.872,85.486,224661,True
Sunday Best,Surfaces,0.878,0.525,-6.832,1,5,0.0578,0.183,0.0,0.0714,0.694,112.022,158571,True
Airplane Mode,Limbo,0.665,0.373,-10.631,1,7,0.158,0.852,0.118,0.108,0.07,119.905,164113,True
Chinese New Year,SALES,0.744,0.845,-7.422,0,4,0.253,0.759,0.232,0.1,0.749,75.221,160000,True
LMK,Lil Xxel,0.748,0.457,-7.56,1,6,0.0465,0.0292,0.000294,0.444,0.464,123.035,188293,True
Why Is Everything Chrome (Lean Swag Rock Wit It),King Critical,0.915,0.392,-11.548,1,7,0.475,0.112,0.0,0.0319,0.675,139.94,151018,True
Figure It Out,Blu DeTiger,0.747,0.554,-6.154,0,8,0.289,0.493,0.000425,0.332,0.585,96.988,164318,True
They Call Me Tiago (Her Name Is Margo),Tiagz,0.878,0.578,-7.581,1,0,0.0722,0.196,0.433,0.0965,0.148,100.996,154455,True
My Heart Went Oops,Tiagz,0.96,0.412,-11.281,1,1,0.607,0.119,0.0,0.0903,0.49,121.027,128926,True
Muffins In The Freezer,Tiagz,0.965,0.412,-8.696,1,0,0.434,0.0778,1.12e-06,0.0867,0.486,120.03,106016,True
Beggin',Madcon,0.715,0.796,-4.889,0,4,0.0534,0.0284,0.0,0.0658,0.431,129.04,218707,True
Kolors,monte booker,0.718,0.403,-11.064,0,2,0.205,0.263,1.56e-06,0.228,0.636,129.582,177856,True
Play Date,Melanie Martinez,0.68,0.729,-5.077,1,5,0.0475,0.612,0.0,0.224,0.446,123.97,179867,True
Ride It,Regard,0.88,0.751,-4.258,0,7,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606,True
No Idea,Don Toliver,0.651,0.631,-5.717,0,6,0.0896,0.519,0.000579,0.165,0.35,127.994,154424,True
Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),Polo G,0.92,0.833,-3.18,1,1,0.253,0.0277,0.0,0.0596,0.645,141.034,165726,True
Cannibal,Kesha,0.71,0.68,-4.676,1,1,0.106,0.0078,0.0165,0.0493,0.571,129.971,194253,True
Lottery (Renegade),K CAMP,0.915,0.556,-8.601,1,1,0.216,0.0145,0.000179,0.0733,0.67,148.964,170947,True
Bad Boy,Yung Bae,0.861,0.82,-4.807,0,1,0.0728,0.032,4.76e-06,0.0706,0.781,118.04,187571,True
Hard Times,Paramore,0.695,0.818,-5.379,0,5,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,182693,True
death bed (coffee for your head),Powfu,0.726,0.431,-8.765,0,8,0.135,0.731,0.0,0.696,0.348,144.026,173333,True
Backyard Boy,Claire Rosinkranz,0.817,0.635,-7.246,1,5,0.163,0.323,0.0,0.0738,0.454,138.015,129241,True
cardigan,Taylor Swift,0.613,0.581,-8.588,0,0,0.0424,0.537,0.000345,0.25,0.551,130.033,239560,True
Beef FloMix,Flo Milli,0.879,0.733,-3.953,0,11,0.142,0.216,0.0,0.274,0.913,117.039,147692,True
Psycho!,MASN,0.876,0.312,-10.17,1,7,0.0521,0.443,0.0,0.247,0.377,114.973,197217,True
Party Girl,StaySolidRocky,0.728,0.431,-9.966,0,6,0.0622,0.749,0.0,0.0996,0.629,130.022,147800,True
Electric Love,BØRNS,0.611,0.797,-7.627,0,6,0.0533,0.00543,0.00137,0.26,0.518,120.041,218107,True
Producer Man,Lyn Lapid,0.66,0.639,-5.364,0,10,0.223,0.129,0.0,0.256,0.75,173.994,141673,True
ily (i love you baby) (feat. Emilee),Surf Mesa,0.674,0.774,-7.567,0,11,0.0892,0.0686,0.00188,0.393,0.33,112.05,176547,True
Mariposa,Peach Tree Rascals,0.676,0.525,-5.88,1,9,0.028,0.617,0.0,0.356,0.421,112.011,210000,True
FML,Arizona Zervas,0.816,0.59,-5.961,0,2,0.121,0.0854,0.0,0.108,0.612,100.137,222961,True
Savage Love (Laxed - Siren Beat),Jawsh 685,0.767,0.481,-8.52,0,0,0.0803,0.234,0.0,0.269,0.761,150.076,171375,True
Stunnin',Curtis Waters,0.906,0.604,-8.332,0,11,0.0746,0.329,0.0,0.255,0.899,99.996,144013,True
Deep End,Fousheé,0.711,0.592,-7.136,0,4,0.23,0.758,0.0,0.156,0.535,124.749,141224,True
Freak,Doja Cat,0.688,0.716,-5.702,1,7,0.0385,0.0969,0.0,0.0989,0.373,116.912,284480,True
Funny Thing,Thundercat,0.586,0.893,-8.772,1,7,0.439,0.827,0.642,0.212,0.65,140.023,116630,True
Money Trees,Kendrick Lamar,0.716,0.531,-7.355,1,7,0.122,0.0703,0.0,0.224,0.344,71.994,386907,True
Wait a Minute!,WILLOW,0.764,0.705,-5.279,0,3,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,196520,True
Eyes Blue Like The Atlantic,Sista Prod,0.736,0.279,-16.926,0,9,0.903,0.65,0.000312,0.246,0.476,76.431,154550,True
Mood (feat. iann dior),24kGoldn,0.701,0.716,-3.671,0,7,0.0361,0.174,0.0,0.324,0.732,91.007,140533,True
Mad at Disney,salem ilese,0.738,0.621,-7.313,1,0,0.0486,0.424,7.39e-06,0.692,0.715,113.968,136839,True
Boss Bitch,Doja Cat,0.707,0.955,-4.593,0,10,0.222,0.127,0.0,0.202,0.575,125.989,134240,True
Falling,Trevor Daniel,0.785,0.431,-8.756,0,10,0.0364,0.123,0.0,0.0887,0.236,127.085,159382,True
Moon (And It Went Like),Kid Francescoli,0.662,0.657,-10.002,1,7,0.0345,0.288,0.856,0.102,0.0584,117.986,390639,True
Just Fine,Mary J. Blige,0.923,0.795,-3.61,0,11,0.117,0.0394,0.000565,0.101,0.588,123.021,242133,True
Smile,Lily Allen,0.632,0.639,-5.938,1,5,0.0259,0.00143,0.0,0.221,0.733,95.506,196893,True
Bulletproof,La Roux,0.674,0.882,-2.771,0,3,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,205733,True
Heather,Conan Gray,0.357,0.425,-7.301,1,5,0.0333,0.584,0.0,0.322,0.27,102.078,198040,True
Juicy,Doja Cat,0.785,0.652,-2.607,1,0,0.0668,0.102,0.0,0.0697,0.484,170.024,203093,True
Blueberry Faygo,Lil Mosey,0.774,0.554,-7.909,1,0,0.0383,0.207,0.0,0.132,0.349,99.034,162547,True
American Boy,Estelle,0.727,0.729,-2.99,1,0,0.326,0.171,0.0,0.07,0.512,117.932,284733,True
Can't Stop Singing,Ross Lynch,0.513,0.69,-4.986,1,0,0.0341,0.51,0.0,0.102,0.777,96.881,145920,True
Like That (feat. Gucci Mane),Doja Cat,0.874,0.487,-6.032,1,2,0.194,0.237,0.0,0.0978,0.371,106.052,163173,True
Gimme Love,Joji,0.484,0.632,-6.917,1,5,0.0976,0.695,0.0243,0.209,0.0736,126.384,214558,True
Mine,Bazzi,0.719,0.803,-3.834,1,4,0.0795,0.0148,4e-06,0.29,0.712,142.966,133995,True
What They Want,Russ,0.71,0.404,-10.04,0,1,0.379,0.484,0.0,0.0953,0.398,139.553,165853,True
La La La,Naughty Boy,0.754,0.677,-4.399,0,6,0.0316,0.112,0.0,0.111,0.254,124.988,220779,True
ROXANNE,Arizona Zervas,0.621,0.601,-5.616,0,6,0.148,0.0522,0.0,0.46,0.457,116.735,163636,True
Homage,Mild High Club,0.546,0.468,-8.167,1,5,0.0287,0.153,0.00257,0.321,0.416,73.372,177493,True
Opaul,Freddie Dredd,0.822,0.871,-4.095,1,1,0.214,0.00567,0.391,0.101,0.648,145.062,140527,True
"Part of Your World - From ""The Little Mermaid"" / Soundtrack Version",Jodi Benson,0.387,0.132,-15.142,1,5,0.0386,0.914,0.000707,0.281,0.323,100.0,195493,True
Relationship (feat. Future),Young Thug,0.842,0.597,-6.336,1,2,0.0627,0.00252,0.0,0.124,0.298,145.992,215307,True
Borderline,Tame Impala,0.621,0.873,-3.067,0,5,0.0369,0.0406,9.1e-06,0.0824,0.873,97.96,237800,True
Renee,SALES,0.924,0.386,-8.183,1,9,0.0548,0.755,0.00253,0.118,0.424,108.957,179125,True
Don't Start Now,Dua Lipa,0.794,0.793,-4.521,0,11,0.0842,0.0125,0.0,0.0952,0.677,123.941,183290,True
Freak (feat. REI AMI),Sub Urban,0.619,0.45,-11.965,0,7,0.515,0.433,0.0,0.513,0.41,179.755,194000,True
Candy,Doja Cat,0.689,0.516,-5.857,1,8,0.0444,0.513,0.0,0.163,0.209,124.876,190920,True
Ophelia,The Lumineers,0.664,0.573,-6.519,1,5,0.0277,0.613,0.000363,0.0857,0.566,76.023,160097,True
Violent Crimes,Kanye West,0.665,0.417,-6.731,0,1,0.524,0.374,0.0,0.186,0.04,110.111,215320,True
Someone To You,BANNERS,0.511,0.93,-3.649,1,2,0.0441,0.0056,0.0,0.242,0.673,75.01,219813,True
Plastic Hearts,Miley Cyrus,0.551,0.756,-4.948,1,2,0.0652,0.0511,0.0,0.0765,0.618,175.984,205733,True
Primadonna,MARINA,0.66,0.689,-2.671,0,4,0.0337,0.0884,0.0,0.0922,0.427,127.98,221075,True
Check It Out,will.i.am,0.848,0.694,-4.272,1,1,0.0572,0.0493,1.15e-05,0.105,0.728,130.075,251013,True
Hood Baby,KBFR,0.974,0.472,-11.848,0,11,0.447,0.0488,0.000157,0.116,0.806,126.065,110063,True
Shoota (feat. Lil Uzi Vert),Playboi Carti,0.673,0.649,-8.433,0,1,0.196,0.188,0.0,0.122,0.47,153.075,153800,True
I Just Want to Be the One You Love,Boxout,0.497,0.349,-8.749,0,9,0.0877,0.967,0.037,0.228,0.251,140.551,80842,True
Make You Mine,PUBLIC,0.606,0.799,-4.452,1,9,0.0261,0.0128,0.0,0.15,0.638,103.014,232907,True
To Be So Lonely,Harry Styles,0.758,0.436,-7.269,1,0,0.0418,0.618,1.61e-05,0.335,0.605,104.959,192080,True
Hotel Room Service,Pitbull,0.849,0.599,-8.164,1,6,0.227,0.00301,0.000249,0.0763,0.761,126.003,238507,True
M to the B,Millie B,0.897,0.513,-6.973,0,10,0.309,0.571,0.0,0.101,0.692,139.935,137744,True
Say So (feat. Nicki Minaj),Doja Cat,0.856,0.641,-4.64,0,11,0.204,0.119,4.97e-06,0.427,0.745,111.004,206221,True
What's My Name?,Rihanna,0.69,0.786,-2.959,1,2,0.0692,0.229,0.0,0.0797,0.583,100.049,263173,True
Whatcha Say,Jason Derulo,0.615,0.711,-5.507,1,11,0.0779,0.0444,0.0,0.145,0.711,144.036,221253,True
Hey Julie! (feat. Lil Yachty),KYLE,0.801,0.505,-5.829,1,11,0.293,0.0446,9.52e-06,0.122,0.757,161.059,156443,True
Crush,Tessa Violet,0.91,0.402,-9.55,1,1,0.0857,0.0297,0.00018,0.0801,0.825,135.993,216267,True
Mr. Blue Sky,Electric Light Orchestra,0.388,0.338,-10.054,1,10,0.0329,0.652,3.73e-06,0.248,0.478,177.765,303373,True
Myron,Lil Uzi Vert,0.771,0.654,-6.976,0,8,0.298,0.055,0.0,0.214,0.573,155.047,224955,True
I'm Looking for Mrs. Bubblegum,Memetown,0.977,0.39,-10.025,1,1,0.302,0.214,6.06e-06,0.058,0.962,124.036,281313,True
Partition,Beyoncé,0.418,0.441,-11.522,0,11,0.283,0.029,0.0707,0.306,0.172,175.928,319467,True
Lets Link,WhoHeem,0.839,0.683,-9.232,0,10,0.165,0.00667,0.0,0.241,0.522,120.003,159955,True
Are You Bored Yet? (feat. Clairo),Wallows,0.682,0.683,-6.444,0,8,0.0287,0.156,2.32e-05,0.273,0.64,120.023,178000,True
Trampoline,SHAED,0.689,0.412,-7.523,0,7,0.0301,0.488,0.00016,0.0659,0.537,126.754,184060,True
Paper Planes,M.I.A.,0.447,0.848,-6.175,1,2,0.222,0.033,7.46e-05,0.65,0.485,172.253,205200,True
She Belongs to the Streets (Toxic),Rontae Don't Play,0.893,0.296,-15.774,1,1,0.907,0.00348,0.0,0.176,0.321,130.145,147697,True
OUT WEST (feat. Young Thug),JACKBOYS,0.802,0.591,-4.895,1,8,0.225,0.0104,0.0,0.196,0.309,139.864,157712,True
Breathe,Years & Years,0.746,0.486,-7.004,1,10,0.0344,0.222,1.41e-06,0.123,0.417,92.057,233228,True
Yellow Hearts,Ant Saunders,0.866,0.438,-8.943,1,7,0.0719,0.177,0.0,0.0743,0.695,129.039,223258,True
Needs,Verzache,0.813,0.601,-7.552,0,11,0.116,0.189,0.0002,0.426,0.855,118.981,177479,True
"Sofia the First Main Title Theme - From ""Sofia the First""",Cast - Sofia the First,0.655,0.789,-3.995,1,4,0.0489,0.423,0.0,0.13,0.66,92.968,52867,True
Mi Pan Su Su Sum,Miel Pops,0.696,0.375,-7.543,1,3,0.493,0.27,0.0,0.269,0.688,101.073,351467,True
Wasabi,Little Mix,0.847,0.656,-4.976,1,2,0.115,0.00451,0.000854,0.143,0.234,114.001,154787,True
CITY OF ANGELS,24kGoldn,0.686,0.541,-4.993,0,0,0.0493,0.042,0.0,0.0675,0.724,120.082,112493,True
Rags to Riches,YoungBoy Never Broke Again,0.763,0.604,-5.754,1,1,0.114,0.0838,0.0,0.261,0.18,147.893,116757,True
Hatchback,Cochise,0.734,0.692,-6.227,0,2,0.0555,0.0221,0.0,0.224,0.348,77.994,149145,True
VIBEZ,DaBaby,0.768,0.652,-2.708,0,1,0.307,0.113,0.0,0.107,0.777,154.187,144935,True
Obnimi (Remix),Okean Elzi,0.714,0.845,-4.234,0,7,0.0856,0.199,0.00762,0.372,0.51,75.985,229671,True
All About Cake (feat. Coi Leray & Kaash Paige),KyleYouMadeThat,0.905,0.521,-4.318,1,1,0.443,0.213,3.87e-05,0.175,0.533,131.115,179871,True
Lose Control,MEDUZA,0.598,0.526,-8.659,0,10,0.0415,0.129,0.0,0.14,0.529,123.935,168387,True
Coño,Puri,0.847,0.573,-6.032,1,0,0.253,0.00739,0.0149,0.0845,0.332,99.919,137595,True
Grow A Pear,Kesha,0.863,0.667,-3.891,1,0,0.0508,0.0154,0.000341,0.125,0.892,120.011,208867,True
Say So - Japanese Version,Rainych,0.732,0.668,-6.768,1,2,0.0444,0.775,5.23e-06,0.224,0.705,111.001,242327,True
Photo ID,Remi Wolf,0.822,0.66,-3.637,1,1,0.0819,0.111,0.0,0.143,0.802,113.956,265263,True
TROLLZ (with Nicki Minaj),6ix9ine,0.744,0.422,-8.946,1,1,0.294,0.0319,0.00011,0.11,0.493,180.006,202667,True
Working Bitch,Ashnikko,0.928,0.392,-7.537,0,3,0.0563,0.0374,0.0,0.107,0.454,102.023,177866,True
Like That (feat. Gucci Mane),Doja Cat,0.879,0.498,-6.027,0,4,0.18,0.239,0.0,0.0967,0.405,106.044,163173,True
Rags2Riches 2 (feat. Lil Baby),Rod Wave,0.874,0.443,-9.628,0,5,0.241,0.147,0.0,0.124,0.298,118.004,235988,True
Work Out,J. Cole,0.831,0.427,-6.903,1,2,0.106,0.0531,0.0,0.307,0.216,93.004,235320,True
The Box,Roddy Ricch,0.896,0.586,-6.687,0,10,0.0559,0.104,0.0,0.79,0.642,116.971,196653,True
Calabria 2008,Enur,0.891,0.657,-5.552,0,10,0.165,0.00833,0.0026,0.054,0.453,125.995,230657,True
Lalala,Y2K,0.843,0.39,-7.899,1,2,0.0846,0.178,0.0,0.137,0.495,129.972,160627,True
Ben 10 - Theme Song,Kids Superstars,0.738,0.799,-7.036,1,7,0.0556,0.249,0.0,0.35,0.882,142.094,61466,True
The Dice Beat Pt. 1,Ricky Desktop,0.946,0.269,-10.061,1,1,0.567,0.018,0.068,0.108,0.0999,125.95,100000,True
Crimewave,Crystal Castles,0.746,0.691,-7.533,0,4,0.0403,0.184,0.0259,0.205,0.888,119.982,258453,True
Mr. Sandman,The Chordettes,0.616,0.426,-8.399,1,9,0.0421,0.634,0.0,0.0695,0.589,110.395,143613,True
Toy,Netta,0.786,0.712,-5.349,0,3,0.0678,0.0706,0.0,0.236,0.795,130.144,180231,True
Tonight You Belong To Me,Patience & Prudence,0.68,0.32,-7.544,0,10,0.0289,0.954,0.0,0.0948,0.769,108.07,115227,True
It Won't Stop (feat. Chris Brown) - EP Version,Sevyn Streeter,0.657,0.574,-9.484,0,1,0.0407,0.016,8.1e-05,0.172,0.211,119.992,281080,True
All I Want,Olivia Rodrigo,0.376,0.43,-6.585,0,0,0.0328,0.0902,0.0,0.0912,0.129,77.599,177323,True
Stronger,Kanye West,0.617,0.717,-7.858,0,10,0.153,0.00564,0.0,0.408,0.49,103.992,311867,True
After Party,Don Toliver,0.629,0.692,-8.045,1,5,0.0376,0.00981,0.331,0.603,0.453,162.948,167916,True
"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,0.645,0.705,-5.008,1,1,0.299,0.000813,0.0,0.128,0.376,137.133,229670,True
Take It Off,Kesha,0.729,0.675,-5.292,0,5,0.0286,4.14e-05,0.00126,0.0867,0.74,125.036,215200,True
3 Musketeers,NextYoungin,0.91,0.617,-10.234,1,0,0.0847,0.258,0.0,0.122,0.572,104.972,166857,True
Heal Me,Lady Gaga,0.606,0.544,-8.36,0,9,0.0593,0.0481,0.0,0.0916,0.456,86.013,196800,True
Queen of Disaster,Scarlett Rose,0.688,0.316,-15.548,0,9,0.0357,0.631,0.0,0.387,0.688,128.084,195631,True
Leave Em Alone,Quality Control,0.517,0.747,-4.74,0,6,0.296,0.0189,7.35e-06,0.0821,0.506,102.033,171980,True
Hurts So Good,Astrid S,0.675,0.609,-5.027,0,7,0.0586,0.084,0.0,0.0957,0.378,120.039,208729,True
Confident,Justin Bieber,0.738,0.563,-5.467,0,5,0.11,0.113,0.0,0.191,0.876,134.132,248133,True
I'd Rather Sleep,Kero Kero Bonito,0.765,0.579,-7.051,1,10,0.0496,0.0107,0.362,0.15,0.855,142.065,115352,True
Coffee Breath,Sofia Mills,0.866,0.211,-12.676,0,11,0.0404,0.974,0.0,0.0987,0.198,101.295,163902,True
Ready or Not,Bridgit Mendler,0.715,0.872,-3.835,1,2,0.0509,0.00351,3.84e-05,0.107,0.748,93.043,200947,True
Toosie Slide,Drake,0.834,0.454,-9.75,0,1,0.201,0.321,6.15e-06,0.114,0.837,81.618,247059,True
Roses - Imanbek Remix,SAINt JHN,0.77,0.724,-5.484,1,8,0.0495,0.0167,0.0107,0.353,0.898,121.975,176840,True
No Idea,Don Toliver,0.652,0.631,-5.718,0,6,0.0893,0.524,0.000579,0.165,0.35,127.998,154424,True
Go Crazy,Chris Brown,0.755,0.578,-8.932,0,0,0.145,0.316,0.0,0.25,0.581,94.148,176960,True
No Guidance (feat. Drake),Chris Brown,0.696,0.454,-6.756,0,1,0.153,0.123,0.0,0.155,0.136,92.928,260640,True
Please Mr. Postman - Single Version / Mono,The Marvelettes,0.785,0.776,-5.259,1,2,0.0312,0.729,0.0,0.181,0.967,121.505,148040,True
Get Up (feat. Chamillionaire),Ciara,0.964,0.595,-6.887,0,1,0.109,0.0248,5.14e-06,0.0405,0.629,128.593,261880,True
Lay All Your Love On Me,ABBA,0.695,0.701,-6.435,1,0,0.0281,0.0187,0.0464,0.251,0.58,133.0,272507,True
Vibe (If I Back It Up),Cookiee Kawaii,0.754,0.568,-8.719,1,10,0.344,0.0635,0.00932,0.118,0.175,159.947,83940,True
Something New (feat. Ty Dolla $ign),Wiz Khalifa,0.814,0.635,-6.609,0,7,0.0809,0.0935,0.0,0.0892,0.784,87.581,200774,True
Magic In The Hamptons (feat. Lil Yachty),Social House,0.769,0.479,-5.339,1,1,0.0385,0.66,0.0,0.0914,0.803,96.051,164640,True
Watermelon Sugar,Harry Styles,0.548,0.816,-4.209,1,0,0.0465,0.122,0.0,0.335,0.557,95.39,174000,True
Paradise,Coldplay,0.449,0.585,-6.761,1,5,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,278719,True
Cyber Sex,Doja Cat,0.917,0.657,-5.716,1,8,0.0921,0.318,3.62e-06,0.0754,0.818,131.03,165733,True
We Know,Lin-Manuel Miranda,0.718,0.484,-10.376,1,11,0.523,0.312,0.0,0.127,0.692,113.855,142044,True
All The Stars (with SZA),Kendrick Lamar,0.698,0.633,-4.946,1,8,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187,True
Because Of You,Ne-Yo,0.81,0.538,-5.784,0,0,0.0356,0.528,0.0,0.0951,0.828,109.97,266840,True
Chanel,Frank Ocean,0.776,0.503,-5.732,0,0,0.237,0.874,0.0,0.112,0.473,110.134,210285,True
Round of Applause,K'ron,0.42,0.656,-6.776,0,11,0.0678,0.494,0.0,0.36,0.448,110.457,346436,True
Daisy,Ashnikko,0.834,0.663,-6.143,1,8,0.133,0.235,0.0,0.372,0.774,121.876,146523,True
"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",Bee Gees,0.632,0.683,-6.434,1,7,0.0383,0.163,0.00013,0.847,0.701,105.955,197213,True
Won't Bite (feat. Smino),Doja Cat,0.807,0.783,-3.115,1,5,0.0964,0.351,0.0,0.14,0.592,127.996,195213,True
Heads Will Roll - A-Trak Remix,Yeah Yeah Yeahs,0.744,0.614,-3.908,0,1,0.0838,0.00685,0.334,0.0708,0.774,131.994,383547,True
Just Can’t Get Enough,Black Eyed Peas,0.659,0.628,-8.685,0,0,0.179,0.186,0.0,0.105,0.262,94.05,219427,True
Drugs,UPSAHL,0.883,0.415,-8.571,0,6,0.174,0.35,0.0,0.063,0.318,76.986,155867,True
SUGAR,BROCKHAMPTON,0.453,0.538,-8.212,1,1,0.0638,0.449,0.0,0.19,0.516,122.973,204533,True
Y U Gotta B Like That,Audrey Mika,0.732,0.413,-6.353,1,9,0.0702,0.287,0.0,0.0565,0.761,92.066,154456,True
Take Your Man,Mahogany Lox,0.934,0.658,-8.052,1,0,0.108,0.411,0.000738,0.0809,0.344,110.015,117363,True
Save Your Tears,The Weeknd,0.68,0.826,-5.487,1,0,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,True
Love Songs,Kaash Paige,0.64,0.355,-10.599,1,5,0.0906,0.83,0.000938,0.11,0.451,120.063,148640,True
GOOBA,6ix9ine,0.611,0.688,-5.688,1,1,0.341,0.0264,0.0,0.251,0.393,178.462,132303,True
Bored In The House,Tyga,0.928,0.372,-10.393,1,1,0.321,0.0202,9.6e-06,0.0948,0.732,112.458,174933,True
Bound 2,Kanye West,0.367,0.665,-2.821,1,1,0.0465,0.145,0.0,0.113,0.31,148.913,229147,True
Still into You,Paramore,0.602,0.923,-3.763,1,5,0.044,0.0098,0.0,0.0561,0.765,136.01,216013,True
Don't Wanna Fall In Love,KYLE,0.487,0.617,-6.9,1,0,0.275,0.0151,0.0,0.356,0.604,132.088,232368,True
prom dress,mxmtoon,0.56,0.674,-6.048,1,10,0.0446,0.698,0.0,0.123,0.421,119.942,197933,True
fast,Sueco,0.877,0.503,-10.269,0,7,0.22,0.164,0.0132,0.102,0.529,100.069,144000,True
High Fashion (feat. Mustard),Roddy Ricch,0.831,0.499,-8.442,0,11,0.114,0.269,0.0,0.3,0.511,97.956,220487,True
Knock at the Door,Playsongs People,0.604,0.151,-23.928,0,7,0.883,0.821,4.98e-05,0.0867,0.216,209.082,37632,True
Be My Baby,The Ronettes,0.512,0.771,-7.006,1,4,0.0402,0.168,0.0,0.0895,0.803,129.639,160907,True
Something For Your M.I.N.D.,Superorganism,0.698,0.542,-4.317,1,2,0.131,0.132,0.00117,0.199,0.664,140.096,165391,True
Mary Jane (All Night Long),Mary J. Blige,0.784,0.298,-9.56,0,5,0.0542,0.125,3.19e-05,0.0678,0.846,87.172,279240,True
Electric Feel,MGMT,0.763,0.803,-3.713,1,1,0.0351,0.0709,0.285,0.348,0.561,103.04,229640,True
Savage Remix (feat. Beyoncé),Megan Thee Stallion,0.822,0.743,-4.772,0,10,0.28,0.016,0.0,0.127,0.636,84.459,242001,True
Dancing in My Room,347aidan,0.98,0.413,-11.052,0,8,0.101,0.671,7.95e-05,0.17,0.764,119.993,180139,True
20 Min,Lil Uzi Vert,0.773,0.75,-4.009,0,8,0.117,0.109,0.0,0.174,0.783,123.426,220587,True
Throw That Back Like a Cadillac,El Memer,0.894,0.627,-9.408,1,7,0.639,0.0758,0.0,0.108,0.383,139.91,118075,True
Gangsta,Kehlani,0.465,0.446,-8.336,0,10,0.0433,0.102,0.0,0.321,0.131,121.801,177773,True
